Code,name,full_address,address,County,State,ZIP,GEOID,latitude,longitude,rating,reviews,range,TotalPopulation,AsianPopulation,MedianHouseholdIncome,PublicTransportationCommuters,AsianDensity
404,China Express,"3351 Corridor Marketplace #200, Laurel, MD 20724",3351 Corridor Marketplace #200,Laurel,MD,20724,240037515001,39.0980556,-76.8094444,3.7,182,1,3264,166,91,53462,0.050857842
405,Hong Kong Chinese Food,"21800 N Shangri-La Dr, Lexington Park, MD 20653",21800 N Shangri-La Dr,Lexington Park,MD,20653,240378760012,38.2656717,-76.4567331,4.3,183,1,1565,308,0,52500,0.1968051
406,Golden Gate Chinese Restaurant,"175 Smallwood Village Center, Waldorf, MD 20602",175 Smallwood Village Center,Waldorf,MD,20602,240178509021,38.6031514,-76.9003112,3.1,113,1,2334,54,63,121610,0.023136247
407,Happy Dragon Restaurant,"40955 Merchants Ln # 4, Leonardtown, MD 20650",40955 Merchants Ln # 4,Leonardtown,MD,20650,240378754004,38.3043891,-76.6599393,4.3,231,2,1419,10,0,99821,0.007047216
408,Hot Wok Chinese Restaurant,"452 N Camp Meade Rd, Linthicum Heights, MD 21090",452 N Camp Meade Rd,Linthicum Heights,MD,21090,240037503002,39.2140785,-76.6449095,4.1,178,1,1768,64,23,102060,0.036199097
409,China Express,"3223 Plaza Dr, Waldorf, MD 20603",3223 Plaza Dr,Waldorf,MD,20603,240178507061,38.624767,-76.9150376,3.1,153,1,1693,136,42,147059,0.080330774
410,Hot Pot City,"199 E Montgomery Ave Ste D, Rockville, MD 20850",199 E Montgomery Ave Ste D,Rockville,MD,20850,240317009011,39.0839182,-77.1507009,4.1,402,2,2143,617,329,66726,0.28791413
411,China Garden,"506 W Patrick St, Frederick, MD 21701",506 W Patrick St,Frederick,MD,21701,240217651002,39.4132953,-77.4270373,4.4,812,2,1499,94,0,99639,0.062708475
412,Lucky State,"500 Franklin Ave, Berlin, MD 21811",500 Franklin Ave,Berlin,MD,21811,240479510002,38.3289982,-75.209731,4.5,148,,1267,0,0,75742,0
413,Hunan Chinese Restaurant,"Berlin Run Shopping Center, 10103 Old Ocean City Blvd, Berlin, MD 21811","Berlin Run Shopping Center, 10103 Old Ocean City Blvd",Berlin,MD,21811,240479510001,38.3335272,-75.2118257,4.1,90,2,1594,6,29,96154,0.003764116
414,Hunan Garden,"11070 Cathell Rd STE 11, Berlin, MD 21811",11070 Cathell Rd STE 11,Berlin,MD,21811,240479509002,38.3774311,-75.1694168,4.5,289,2,1188,0,0,70185,0
415,Golden Garden Restaurant,"146 Market St, Pocomoke City, MD 21851",146 Market St,Pocomoke City,MD,21851,240479515005,38.0751954,-75.5684612,3.9,102,1,662,0,3,,0
416,China Fun Restaurant,"250 Tilghman Rd, Salisbury, MD 21804",250 Tilghman Rd,Salisbury,MD,21804,240450101014,38.367578,-75.5501982,3.1,112,1,655,243,0,,0.37099236
417,Hunan Palace Restaurant,"418 N Fruitland Blvd, Salisbury, MD 21801",418 N Fruitland Blvd,Salisbury,MD,21801,240450104003,38.3318297,-75.6125731,4.3,408,2,1571,21,0,,0.013367282
418,Asian Taste,"1025 Eastern Shore Dr, Salisbury, MD 21804",1025 Eastern Shore Dr,Salisbury,MD,21804,240450005003,38.3481993,-75.5973704,4.2,205,1,1278,0,71,59479,0
419,Hunan Delight,"3693 # J, 901 N Salisbury Blvd, Salisbury, MD 21801","3693 # J, 901 N Salisbury Blvd",Salisbury,MD,21801,240450002001,38.3735724,-75.592637,3.4,139,1,951,6,0,82500,0.006309148
420,Dragon Chinese Food,"1010 S Salisbury Blvd, Salisbury, MD 21801",1010 S Salisbury Blvd,Salisbury,MD,21801,240450004002,38.3503578,-75.6024916,4,206,1,829,0,0,54087,0
421,Hunan Manor,"4205 Indian Head Hwy, Indian Head, MD 20640",4205 Indian Head Hwy,Indian Head,MD,20640,240178502021,38.5994811,-77.1643,4.4,13,2,1803,44,87,79318,0.024403771
422,Hunan Delight,"411 N Fruitland Blvd # 6, Salisbury, MD 21801",411 N Fruitland Blvd # 6,Salisbury,MD,21801,240450104003,38.3299181,-75.6103441,4.7,106,2,1571,21,0,,0.013367282
423,Hunan Delight,"119 W College Ave, Salisbury, MD 21804",119 W College Ave,Salisbury,MD,21804,240450005003,38.3487328,-75.5985754,4.4,130,2,1278,0,71,59479,0
424,Yummy Asian,"734 S Salisbury Blvd, Salisbury, MD 21801",734 S Salisbury Blvd,Salisbury,MD,21801,240450004002,38.3563384,-75.6006575,4.2,200,1,829,0,0,54087,0
425,China Express,"28772 Ocean Gateway, Salisbury, MD 21801",28772 Ocean Gateway,Salisbury,MD,21801,240450102003,38.37122859999999,-75.614762,4,187,1,1086,0,0,44508,0
426,Peking House Restaurant,"2717 Ocean Gateway, Cambridge, MD 21613",2717 Ocean Gateway,Cambridge,MD,21613,240199707021,38.5561988,-76.057003,4.1,434,2,829,3,0,88462,0.003618818
427,Lin's Asian Cuisine,"128 Newtowne Blvd, Pocomoke City, MD 21851",128 Newtowne Blvd,Pocomoke City,MD,21851,240479515003,38.0764584,-75.5564598,4.5,537,2,553,45,0,81750,0.081374325
428,Great Wall Chinese Restaurant,"25 Sunburst Hwy, Cambridge, MD 21613",25 Sunburst Hwy,Cambridge,MD,21613,240199704002,38.5653033,-76.065811,4,95,1,1081,12,0,53125,0.011100832
429,Great Wall 2 Chinese Restaurant,"416 Washington St, Cambridge, MD 21613",416 Washington St,Cambridge,MD,21613,240199706001,38.563024,-76.078335,3.9,181,1,2782,22,0,36901,0.00790798
430,Lin's Chinese Food Carry-Out,"3225 Erdman Ave, Baltimore, MD 21213",3225 Erdman Ave,Baltimore,MD,21213,245100801021,39.320555,-76.572579,4.1,138,1,988,0,97,22232,0
431,China Chef,"12089 Somerset Ave, Princess Anne, MD 21853",12089 Somerset Ave,Princess Anne,MD,21853,240399301012,38.2134049,-75.6950422,4.1,151,1,2200,0,0,36947,0
432,OC Chopsticks Asian Bistro,"12741 Ocean Gateway Suite 890, Ocean City, MD 21842",12741 Ocean Gateway Suite 890,Ocean City,MD,21842,240479504003,38.3373788,-75.1068911,4.4,298,2,1484,0,0,84441,0
433,No1 Chinese,"11805M Coastal Hwy, Ocean City, MD 21842",11805M Coastal Hwy,Ocean City,MD,21842,240479503006,38.424729,-75.0577546,4.2,40,1,256,0,0,50375,0
434,Happy Chinese Restaurant,"9936 Stephen Decatur Hwy #404, Ocean City, MD 21842",9936 Stephen Decatur Hwy #404,Ocean City,MD,21842,240479517004,38.3359551,-75.1116056,4.1,256,1,428,0,0,48472,0
435,teriyaking,"1800 Philadelphia Ave #12, Ocean City, MD 21842",1800 Philadelphia Ave #12,Ocean City,MD,21842,240479500002,38.3481502,-75.0783376,4.9,48,2,486,0,25,35956,0
436,Rice House Bistro,"9921 Stephen Decatur Hwy UNIT C2, Ocean City, MD 21842",9921 Stephen Decatur Hwy UNIT C2,Ocean City,MD,21842,240479517002,38.335323,-75.1140956,4.4,356,2,1040,0,0,142094,0
437,Blue Fish Restaurant & Bar,"9401 Coastal Hwy, Ocean City, MD 21842",9401 Coastal Hwy,Ocean City,MD,21842,240479501001,38.40976939999999,-75.05897,4.7,1375,2,1334,0,13,70833,0
438,Pho-Char Grill,"11805P Coastal Hwy, Ocean City, MD 21842",11805P Coastal Hwy,Ocean City,MD,21842,240479503006,38.4251041,-75.0576567,4.2,343,2,256,0,0,50375,0
439,Asian Garden,"1509 Philadelphia Ave, Ocean City, MD 21842",1509 Philadelphia Ave,Ocean City,MD,21842,240479500003,38.3457741,-75.0801688,3.4,604,2,294,0,0,83984,0
440,Ginger House,"321 Civic Ave, Salisbury, MD 21804",321 Civic Ave,Salisbury,MD,21804,240450101021,38.3664385,-75.572036,4.3,426,2,2225,222,0,63594,0.099775285
441,Chinatown Buffet,"2722 N Salisbury Blvd Unit 2, Salisbury, MD 21801",2722 N Salisbury Blvd Unit 2,Salisbury,MD,21801,240450107033,38.4197834,-75.5682031,4,1699,1,2410,75,0,75858,0.031120332
442,Flaming Grill & Buffet,"2640 N Salisbury Blvd, Salisbury, MD 21801",2640 N Salisbury Blvd,Salisbury,MD,21801,240450107033,38.4146995,-75.568107,3.9,1212,1,2410,75,0,75858,0.031120332
443,No. 1 China Buffet,"2146 Old Snow Hill Rd, Pocomoke City, MD 21851",2146 Old Snow Hill Rd,Pocomoke City,MD,21851,240479515003,38.0739702,-75.5539904,4.5,31,1,553,45,0,81750,0.081374325
444,Lucky State,"521 Linden Ave, Pocomoke City, MD 21851",521 Linden Ave,Pocomoke City,MD,21851,240479515003,38.0759788,-75.5612441,,,,553,45,0,81750,0.081374325
445,China House,"16 Denton Plz, Denton, MD 21629",16 Denton Plz,Denton,MD,21629,240119553011,38.8736944,-75.823877,3.8,152,1,2139,12,0,82950,0.005610098
446,China Star,"5319 Pulaski Hwy, Perryville, MD 21903",5319 Pulaski Hwy,Perryville,MD,21903,240150312021,39.57092,-76.0689602,4.4,206,1,2605,0,10,97308,0
447,Little Far East II,"26043 Ridge Rd, Damascus, MD 20872",26043 Ridge Rd,Damascus,MD,20872,240317002071,39.2849856,-77.2075357,4,151,1,2793,315,21,142736,0.11278196
448,Ming's Cafe,"480 Ritchie Hwy # D, Severna Park, MD 21146",480 Ritchie Hwy # D,Severna Park,MD,21146,240037306051,39.0817003,-76.5508891,4.4,148,,3069,121,10,139839,0.039426524
449,Hong Kong Kitchens,"210 Marlboro Ave #39, Easton, MD 21601",210 Marlboro Ave #39,Easton,MD,21601,240419603003,38.7796387,-76.0811729,4,82,1,1059,0,0,45612,0
450,China Delight,"9613 Harford Rd Suite J, Parkville, MD 21234",9613 Harford Rd Suite J,Parkville,MD,21234,240054114042,39.3955141,-76.5216452,4.7,124,1,970,5,0,127757,0.005154639
451,New Orient Buffet & Grill,"1230 National Hwy, Cumberland, MD 21502",1230 National Hwy,Cumberland,MD,21502,240010014012,39.6363198,-78.8348858,4,1453,1,2690,61,0,81298,0.02267658
452,Hunan Wok,"3135 Joseph Biggs Memorial Hwy # 8, North East, MD 21901",3135 Joseph Biggs Memorial Hwy # 8,North East,MD,21901,240150307003,39.6416028,-75.9599125,4.2,309,1,1683,55,9,90000,0.03267974
453,Golden Wall,"2558 Pulaski Hwy, North East, MD 21901",2558 Pulaski Hwy,North East,MD,21901,240150309071,39.6065384,-75.9506339,3.9,216,1,2385,117,6,109599,0.049056605
454,Lin's Hibachi,"1007 Pulaski Hwy, Havre De Grace, MD 21078",1007 Pulaski Hwy,Havre De Grace,MD,21078,240253061004,39.5455025,-76.1086141,4.3,933,2,440,100,0,74292,0.22727273
455,Happy Panda,"801 E Pulaski Hwy #123, Elkton, MD 21921",801 E Pulaski Hwy #123,Elkton,MD,21921,240150305083,39.6025407,-75.8034004,3.7,102,1,1472,0,35,47286,0
456,Asian Boy,"1197 E Pulaski Hwy L, Elkton, MD 21921",1197 E Pulaski Hwy L,Elkton,MD,21921,240150305083,39.6063045,-75.7911023,3.5,179,1,1472,0,35,47286,0
457,Great Wall,"991 E Pulaski Hwy, Elkton, MD 21921",991 E Pulaski Hwy,Elkton,MD,21921,240150305083,39.6035912,-75.7988965,4.1,264,2,1472,0,35,47286,0
458,Bo Bo Chinese Kitchen,"222 S Bridge St #9, Elkton, MD 21921",222 S Bridge St #9,Elkton,MD,21921,240150305082,39.602864,-75.8297503,4.1,149,1,1559,32,20,94643,0.020525979
459,Asian & Sushi Bistro,"226 S Bridge St, Elkton, MD 21921",226 S Bridge St,Elkton,MD,21921,240150305082,39.6023794,-75.829677,3.9,528,2,1559,32,20,94643,0.020525979
460,Zen Garden,"10039 Baltimore National Pike, Ellicott City, MD 21042",10039 Baltimore National Pike,Ellicott City,MD,21042,240276023041,39.2788864,-76.8575547,3.9,337,2,1287,225,0,178871,0.17482518
461,Panda Express,"6455 Dobbin Rd #32, Columbia, MD 21045",6455 Dobbin Rd #32,Columbia,MD,21045,240276067081,39.1945089,-76.818331,3.1,77,,2846,133,43,101725,0.046732254
462,Ichiban Cafe,"6250 Columbia Crossing Cir, Columbia, MD 21045",6250 Columbia Crossing Cir,Columbia,MD,21045,240276067063,39.1979727,-76.8138841,3,213,2,509,25,29,88850,0.049115915
463,First Wok Carry Out,"457 Baltimore Blvd # B, Westminster, MD 21157",457 Baltimore Blvd # B,Westminster,MD,21157,240135076021,39.5693404,-76.9818714,4.2,200,,1205,0,0,50139,0
464,Asian Sakae,"405 N Center St Ste 22, Westminster, MD 21157",405 N Center St Ste 22,Westminster,MD,21157,240135076022,39.5741716,-76.981475,4.3,533,2,1707,0,0,57422,0
465,Panda Express,"210 Malcolm Dr Unit #100, Westminster, MD 21157",210 Malcolm Dr Unit #100,Westminster,MD,21157,240135076022,39.5652896,-76.9743723,3.6,187,,1707,0,0,57422,0
466,Szechuan Wok,"11714E Reisterstown Rd, Reisterstown, MD 21136",11714E Reisterstown Rd,Reisterstown,MD,21136,240054044031,39.4431182,-76.8112078,4.1,113,,1456,260,34,147286,0.17857143
467,Asian Taste One,"11626 Reisterstown Rd, Reisterstown, MD 21136",11626 Reisterstown Rd,Reisterstown,MD,21136,240054044031,39.4412492,-76.8089255,4,61,2,1456,260,34,147286,0.17857143
468,Rice Kitchen,"513 Main St, Reisterstown, MD 21136",513 Main St,Reisterstown,MD,21136,240054045011,39.4570542,-76.8251985,3.7,126,2,2174,395,0,89938,0.18169273
469,China Jade,"21 Main St, Reisterstown, MD 21136",21 Main St,Reisterstown,MD,21136,240054044041,39.4695325,-76.8292285,3,87,1,3496,27,81,157823,0.007723112
470,Seafood Wok,"9617 Reisterstown Rd, Owings Mills, MD 21117",9617 Reisterstown Rd,Owings Mills,MD,21117,240054037042,39.4046268,-76.7584229,3.8,149,1,2920,64,40,221908,0.021917809
471,Eastern,"11130 Reisterstown Rd, Owings Mills, MD 21117",11130 Reisterstown Rd,Owings Mills,MD,21117,240054041021,39.432943,-76.797664,3.8,114,1,2286,150,62,92481,0.065616801
472,Panda Express,"10256 Mill Run Cir Suite 100, Owings Mills, MD 21117",10256 Mill Run Cir Suite 100,Owings Mills,MD,21117,240054041013,39.4060069,-76.7874314,3,66,,2083,173,83,96853,0.083053291
473,Fortune star 520,"520 E Baltimore St #75, Taneytown, MD 21787",520 E Baltimore St #75,Taneytown,MD,21787,240135010021,39.6480994,-77.1582562,3.9,96,,2299,22,13,71563,0.009569378
474,Yami Garden,"2970 Dede Rd, Finksburg, MD 21048",2970 Dede Rd,Finksburg,MD,21048,240135041002,39.4921296,-76.8860356,3.7,76,,1843,202,13,108750,0.1096039
475,Super Wok,"4367 Ebenezer Rd, Nottingham, MD 21236",4367 Ebenezer Rd,Nottingham,MD,21236,240054113034,39.3967925,-76.4759424,4.3,80,,1151,109,0,,0.094700262
476,China Wok,"7916 Honeygo Blvd, Nottingham, MD 21236",7916 Honeygo Blvd,Nottingham,MD,21236,240054113071,39.3739931,-76.4722705,3.7,52,2,2043,94,49,90075,0.04601077
477,New Han Dynasty Restaurant,"4130 E Joppa Rd, Nottingham, MD 21236",4130 E Joppa Rd,Nottingham,MD,21236,240054114102,39.4000149,-76.4830353,4.3,138,,1409,162,0,112857,0.11497516
478,China Taste,"8750 Belair Rd, Nottingham, MD 21236",8750 Belair Rd,Nottingham,MD,21236,240054114082,39.3938845,-76.4875596,4.1,331,2,2031,488,0,53017,0.24027573
479,china chef,"8623 Walther Blvd, Nottingham, MD 21236",8623 Walther Blvd,Nottingham,MD,21236,240054114121,39.3877975,-76.507769,3.6,77,2,2808,827,0,76656,0.29451567
480,The Orient Restaurant,"9545 Belair Rd, Perry Hall, MD 21236",9545 Belair Rd,Perry Hall,MD,21236,240054113031,39.410982,-76.4654502,4.4,431,2,2292,62,151,97604,0.027050611
481,P.F. Chang's,"8342 Honeygo Blvd, Baltimore, MD 21236",8342 Honeygo Blvd,Baltimore,MD,21236,240054406001,39.3735033,-76.4629505,4.2,1847,2,2434,203,2,138750,0.083401807
482,New China House,"2051 E Joppa Rd #2825, Parkville, MD 21234",2051 E Joppa Rd #2825,Parkville,MD,21234,240054919002,39.397929,-76.541335,3.8,153,1,947,77,0,66125,0.0813094
483,Master Wok,"8200 Perry Hall Blvd #2375, Baltimore, MD 21236",8200 Perry Hall Blvd #2375,Baltimore,MD,21236,240054406001,39.3748716,-76.4675614,2.4,95,,2434,203,2,138750,0.083401807
484,China Sea Carryout,"7800 Harford Rd, Parkville, MD 21234",7800 Harford Rd,Parkville,MD,21234,240054921014,39.3741489,-76.543005,2.7,7,2,789,42,0,81808,0.05323194
485,Happy China,"8402 Harford Rd, Parkville, MD 21234",8402 Harford Rd,Parkville,MD,21234,240054921013,39.3807357,-76.5371947,4.5,284,1,973,0,0,105714,0
486,Panda Express,"7699 Harford Rd, Parkville, MD 21234",7699 Harford Rd,Parkville,MD,21234,240054401003,39.3726357,-76.5434268,3.8,533,1,1067,0,0,82031,0
487,Pho D'lite Yummy Asian Restaurant,"8926 Waltham Woods Rd, Parkville, MD 21234",8926 Waltham Woods Rd,Parkville,MD,21234,240054917011,39.4021408,-76.5421716,3.8,220,1,1156,81,12,67308,0.070069201
488,Oriental Wok Chinese Food,"3316 Eastern Ave, Baltimore, MD 21224",3316 Eastern Ave,Baltimore,MD,21224,245102611001,39.286707,-76.56936,3.7,180,1,980,48,6,150938,0.048979592
489,China House,"1555 Hyde Park Rd, Essex, MD 21221",1555 Hyde Park Rd,Essex,MD,21221,240054511001,39.2986419,-76.4377132,3.9,211,2,2297,74,46,130153,0.032215934
490,House of China,"7824 Wise Ave, Dundalk, MD 21222",7824 Wise Ave,Dundalk,MD,21222,240054203031,39.2680306,-76.4968573,3.4,74,2,1158,0,0,94423,0
491,Key Wok,"8148 Fort Smallwood Rd, Curtis Bay Industrial Area, MD 21226",8148 Fort Smallwood Rd,Curtis Bay Industrial Area,MD,21226,240037301021,39.1661291,-76.5294191,4,104,1,3727,229,0,119563,0.061443519
492,Ever Spring,"1786 Merritt Blvd, Dundalk, MD 21222",1786 Merritt Blvd,Dundalk,MD,21222,240054208001,39.2681809,-76.5060275,4,100,1,823,16,0,60158,0.01944107
493,Lucky House,"8541 Fort Smallwood Rd, Pasadena, MD 21122",8541 Fort Smallwood Rd,Pasadena,MD,21122,240037313092,39.1546184,-76.5172318,4.1,96,1,2171,154,16,99922,0.070935056
494,Great Wall Chinese Restaurant,"4045 North Point Blvd, Dundalk, MD 21222",4045 North Point Blvd,Dundalk,MD,21222,240054525002,39.2665975,-76.4685952,4.2,213,1,2860,0,0,66250,0
495,Chopstix,"8575 Fort Smallwood Rd, Pasadena, MD 21122",8575 Fort Smallwood Rd,Pasadena,MD,21122,240037313092,39.1517695,-76.5192553,3.7,98,2,2171,154,16,99922,0.070935056
496,Lucky Inn Chinese Restaurant,"8924 Waltham Woods Rd, Parkville, MD 21234",8924 Waltham Woods Rd,Parkville,MD,21234,240054917011,39.4020635,-76.5421725,3.6,239,1,1156,81,12,67308,0.070069201
497,Chen's Kitchen,"8014 Loch Raven Blvd, Towson, MD 21286",8014 Loch Raven Blvd,Towson,MD,21286,240054912022,39.3860322,-76.576479,4,190,1,523,89,7,107292,0.17017208
498,Mr. K's Cafe Germantown,"12611-I Wisteria Dr #5399, Germantown, MD 20874",12611-I Wisteria Dr #5399,Germantown,MD,20874,240317008182,39.1705429,-77.2611782,3.9,207,2,1345,101,146,103219,0.075092934
499,East Moon Asian Bistro,"7400 Governor Ritchie Hwy suite A, Glen Burnie, MD 21061",7400 Governor Ritchie Hwy suite A,Glen Burnie,MD,21061,240037509001,39.1669001,-76.6231808,4.3,787,2,723,46,0,102411,0.063623793
500,New China Wok II,"7800 Parke W Dr Ste.#11, Glen Burnie, MD 21061",7800 Parke W Dr Ste.#11,Glen Burnie,MD,21061,240037402043,39.1416017,-76.6491677,4.7,441,,2291,113,0,106518,0.04932344
501,China Spring Restaurant,"28 E Ordnance Rd, Glen Burnie, MD 21060",28 E Ordnance Rd,Glen Burnie,MD,21060,240037511022,39.193364,-76.6115508,3.9,74,1,1556,0,0,85179,0
502,Ka Ming Food House,"7550 Ritchie Hwy, Glen Burnie, MD 21061",7550 Ritchie Hwy,Glen Burnie,MD,21061,240037509002,39.1595322,-76.6213101,4,134,1,771,0,0,74000,0
503,China Bowl,"7900 Ritchie Hwy e137, Glen Burnie, MD 21061",7900 Ritchie Hwy e137,Glen Burnie,MD,21061,240037304041,39.1387948,-76.6062612,4.4,105,1,1729,28,0,57188,0.016194332
504,Panda Express,"6620-a Ritchie Hwy, Glen Burnie, MD 21061",6620-a Ritchie Hwy,Glen Burnie,MD,21061,240037508041,39.1954722,-76.6139681,3.6,436,1,1174,8,0,63810,0.00681431
505,China Gourmet,"685 Old Mill Rd, Millersville, MD 21108",685 Old Mill Rd,Millersville,MD,21108,240037305093,39.1168876,-76.631998,3.9,130,2,736,0,95,107321,0
506,Dai Kim Express,"7935 Baltimore Annapolis Blvd, Glen Burnie, MD 21060",7935 Baltimore Annapolis Blvd,Glen Burnie,MD,21060,240037302042,39.1360989,-76.5847521,4.3,12,,851,20,0,82123,0.023501763
507,Yama Sushi Bar（Glen Burnie),"6714 Ritchie Hwy, Glen Burnie, MD 21061",6714 Ritchie Hwy,Glen Burnie,MD,21061,240037508041,39.1924293,-76.615738,4.6,872,2,1174,8,0,63810,0.00681431
508,Jessica Zheng's East West Bistro - Chinese And Sushi Bar,"8151 Ritchie Hwy, Pasadena, MD 21122",8151 Ritchie Hwy,Pasadena,MD,21122,240037312092,39.1237397,-76.5842065,4.5,388,2,3247,0,0,102966,0
509,Number One Chinese Restaurant,"8470 Fort Smallwood Rd, Pasadena, MD 21122",8470 Fort Smallwood Rd,Pasadena,MD,21122,240037313093,39.1586526,-76.5181761,3.6,55,,549,12,0,117500,0.021857923
510,Hong Kong Chinese Restaurant,"7389 Baltimore Annapolis Blvd, Glen Burnie, MD 21061",7389 Baltimore Annapolis Blvd,Glen Burnie,MD,21061,240037508042,39.172132,-76.630909,4,42,,928,0,0,137542,0
511,Ichiban Hibachi and Sushi,"7860 Quarterfield Rd, Severn, MD 21144",7860 Quarterfield Rd,Severn,MD,21144,240037402042,39.1424841,-76.6499632,4.1,333,1,1107,48,27,98846,0.043360434
512,China House Carryout,"337 Hospital Dr U, Glen Burnie, MD 21061",337 Hospital Dr U,Glen Burnie,MD,21061,240037305111,39.1409334,-76.6292563,3.1,74,,1310,27,23,36974,0.020610686
513,Hong Kong Garden,"2320 Hanover Pike, Hampstead, MD 21074",2320 Hanover Pike,Hampstead,MD,21074,240135061022,39.6374453,-76.8676093,4,121,2,2886,37,0,100859,0.012820513
514,China Manor,"2315 Hanover Pike, Hampstead, MD 21074",2315 Hanover Pike,Hampstead,MD,21074,240135062003,39.6389447,-76.8659449,4.2,331,2,1377,0,0,74964,0
515,Great Wall Restaurant,"6325 Washington Blvd, Elkridge, MD 21075",6325 Washington Blvd,Elkridge,MD,21075,240276012062,39.205656,-76.728206,4.2,272,1,2076,189,0,177266,0.091040462
516,Hunan Express,"6030 Marshalee Dr, Elkridge, MD 21075",6030 Marshalee Dr,Elkridge,MD,21075,240276011033,39.209966,-76.7778223,4,144,1,2089,467,23,136159,0.22355194
517,Tomo Asian Cuisine,"7698 Dorchester Blvd, Hanover, MD 21076",7698 Dorchester Blvd,Hanover,MD,21076,240037401072,39.1545925,-76.7423996,4.4,68,2,1464,64,25,137940,0.043715846
518,Kuki Chinese Restaurant,"7502 Connelley Dr #118, Hanover, MD 21076",7502 Connelley Dr #118,Hanover,MD,21076,240037514002,39.1597435,-76.6809206,3.1,146,2,2323,118,59,133417,0.050796382
519,Orient Express,"7304 #D Parkway Dr S, Hanover, MD 21076",7304 #D Parkway Dr S,Hanover,MD,21076,240037512002,39.1723351,-76.7363601,3.5,170,1,2545,71,7,120714,0.027897839
520,Hong's Taste,"1407 Sulphur Spring Rd suite f, Baltimore, MD 21227",1407 Sulphur Spring Rd suite f,Baltimore,MD,21227,240054307001,39.2478138,-76.6923184,4.4,19,1,1009,158,0,99830,0.15659069
521,Fire Wok Chinese Restaurant,"5402 East Dr, Arbutus, MD 21227",5402 East Dr,Arbutus,MD,21227,240054308001,39.2485253,-76.6940892,4.2,228,1,1369,57,0,91136,0.041636232
522,Man Cheng Chinese Food Carry Out,"4702 Liberty Heights Ave, Baltimore, MD 21207",4702 Liberty Heights Ave,Baltimore,MD,21207,245102801023,39.331721,-76.695826,3.9,98,1,1088,0,128,191366,0
523,Ocean Chinese Restaurant,"2740, 529 S Camp Meade Rd #108b, Linthicum Heights, MD 21090","2740, 529 S Camp Meade Rd #108b",Linthicum Heights,MD,21090,240037504001,39.1996128,-76.6552928,2.7,10,,1314,130,17,130938,0.098934554
524,Hong Kong buffet,"40814 Merchants Ln, Leonardtown, MD 20650",40814 Merchants Ln,Leonardtown,MD,20650,240378754004,38.307463,-76.664404,4.1,310,1,1419,10,0,99821,0.007047216
525,Manchu Wok,"7050 Friendship Rd, Baltimore, MD 21240",7050 Friendship Rd,Baltimore,MD,21240,240039800001,39.1803861,-76.6671253,2,4,,5,0,0,,0
526,Neighbor Kitchen,"6329 Belair Rd, Baltimore, MD 21206",6329 Belair Rd,Baltimore,MD,21206,245102601011,39.351717,-76.5337737,3.8,46,1,857,8,2,,0.009334889
527,Winli Asian Restaurant,"2519 Putty Hill Ave, Parkville, MD 21234",2519 Putty Hill Ave,Parkville,MD,21234,240054921012,39.3891144,-76.5428771,4.5,118,,870,30,0,59189,0.034482758
528,Lin's Asian Kichen,"3109 Main St, Manchester, MD 21102",3109 Main St,Manchester,MD,21102,240135062003,39.6592905,-76.8835037,3.9,34,,1377,0,0,74964,0
529,Little Phoenix,"730 Frederick Rd STE 101, Catonsville, MD 21228",730 Frederick Rd STE 101,Catonsville,MD,21228,240054010001,39.2727778,-76.7327778,4.1,437,2,1064,59,2,73026,0.055451129
530,China Garden,"1251 W Pratt St #C, Baltimore, MD 21223",1251 W Pratt St #C,Baltimore,MD,21223,245102102002,39.2837473,-76.6374815,3.7,79,1,2111,135,99,43750,0.063950732
531,Golden Dragon Bar and Grill,"8109 Liberty Rd, Windsor Mill, MD 21244",8109 Liberty Rd,Windsor Mill,MD,21244,240054023034,39.3538518,-76.7593745,3.7,1729,2,1568,0,52,83182,0
532,Oriental Wok,"8644 Loch Raven Blvd #2307, Towson, MD 21286",8644 Loch Raven Blvd #2307,Towson,MD,21286,240054912011,39.39651,-76.563488,3.7,93,2,1213,75,39,78462,0.061830174
533,Central Asia Carry Out,"1306 Goucher Blvd, Towson, MD 21286",1306 Goucher Blvd,Towson,MD,21286,240054913002,39.3849293,-76.5793147,3.8,109,,1958,210,0,61528,0.1072523
534,Flaming Wok,"2313 Cleanleigh Dr, Parkville, MD 21234",2313 Cleanleigh Dr,Parkville,MD,21234,240054921022,39.3723731,-76.5658058,3.7,172,1,1208,18,0,87022,0.014900662
535,Golden House Restaurant,"3441 Sweet Air Rd, Phoenix, MD 21131",3441 Sweet Air Rd,Phoenix,MD,21131,240054102003,39.515718,-76.559037,4.1,132,2,1388,17,0,146765,0.012247839
536,Jin Jin Chinese Restaurant,"6 N Washington St #1, Easton, MD 21601",6 N Washington St #1,Easton,MD,21601,240419604002,38.7746927,-76.0761758,4,105,,1012,0,0,32227,0
537,China Yee,"710 Lisbon Center Dr G, Woodbine, MD 21797",710 Lisbon Center Dr G,Woodbine,MD,21797,240276040011,39.3491566,-77.0670836,3.7,67,2,2498,213,0,189191,0.085268214
538,Seoul Fusion Korean Rice Bar,"11000 Owings Mills Blvd #1, Owings Mills, MD 21117",11000 Owings Mills Blvd #1,Owings Mills,MD,21117,240054042025,39.4270796,-76.7809849,4.4,160,1,1347,16,8,,0.011878248
